gene_name,cn_type
PDLIM1P1,deletion
PDLIM1P2,deletion
PDLIM1P3,deletion
PDLIM1P4,deletion
PDLIM2,deletion
PDLIM3,deletion
PDLIM4,deletion
PDLIM5,deletion
PDLIM7,deletion
PDP1,deletion
PDP2,deletion
PDPK1,deletion
PDPK2P,deletion
PDPN,deletion
PDPR,deletion
PDRG1,deletion
PDS5A,deletion
PDS5B,deletion
PDSS1,deletion
PDSS1P1,deletion
PDSS1P2,deletion
PDSS2,deletion
PDX1,deletion
PDXDC1,deletion
PDXDC2P,deletion
PDXK,deletion
PDXP,deletion
PDYN,deletion
PDYN-AS1,deletion
PDZD11,deletion
PDZD2,deletion
PDZD3,deletion
PDZD4,deletion
PDZD7,deletion
PDZD8,deletion
PDZD9,deletion
PDZK1,deletion
PDZK1IP1,deletion
PDZK1P1,deletion
PDZPH1P,deletion
PDZRN3,deletion
PDZRN3-AS1,deletion
PDZRN4,deletion
PEA15,deletion
PEAK1,deletion
PEAK3,deletion
PEAR1,deletion
PEBP1,deletion
PEBP1P1,deletion
PEBP1P2,deletion
PEBP1P3,deletion
PEBP4,deletion
PECAM1,deletion
PECR,deletion
PEF1,deletion
PEG10,deletion
PEG13,deletion
PEG3,deletion
PELI1,deletion
PELI2,deletion
PELI3,deletion
PELO,deletion
PELP1,deletion
PEMT,deletion
PENK,deletion
PEPD,deletion
PER1,deletion
PER2,deletion
PER3,deletion
PERM1,deletion
PERP,deletion
PES1,deletion
PES1P1,deletion
PES1P2,deletion
PET100,deletion
PET117,deletion
PEX1,deletion
PEX10,deletion
PEX11A,deletion
PEX11B,deletion
PEX11G,deletion
PEX12,deletion
PEX12P1,deletion
PEX13,deletion
PEX14,deletion
PEX16,deletion
PEX19,deletion
PEX2,deletion
PEX26,deletion
PEX3,deletion
PEX5,deletion
PEX5L,deletion
PEX5L-AS1,deletion
PEX5L-AS2,deletion
PEX6,deletion
PEX7,deletion
PF4,deletion
PF4V1,deletion
PFAS,deletion
PFDN1,deletion
PFDN2,deletion
PFDN4,deletion
PFDN5,deletion
PFDN6,deletion
PFKFB1,deletion
PFKFB2,deletion
PFKFB3,deletion
PFKFB4,deletion
PFKL,deletion
PFKM,deletion
PFKP,deletion
PFN1,deletion
PFN1P1,deletion
PFN1P10,deletion
PFN1P11,deletion
PFN1P12,deletion
PFN1P2,deletion
PFN1P3,deletion
PFN1P4,deletion
PFN1P6,deletion
PFN1P8,deletion
PFN1P9,deletion
PFN2,deletion
PFN3,deletion
PFN4,deletion
PFN5P,deletion
PGA3,deletion
PGA4,deletion
PGA5,deletion
PGAM1,deletion
PGAM1P1,deletion
PGAM1P10,deletion
PGAM1P11,deletion
PGAM1P12,deletion
PGAM1P13,deletion
PGAM1P2,deletion
PGAM1P3,deletion
PGAM1P4,deletion
PGAM1P5,deletion
PGAM1P6,deletion
PGAM1P7,deletion
PGAM1P8,deletion
PGAM1P9,deletion
PGAM2,deletion
PGAM3P,deletion
PGAM4,deletion
PGAM4P1,deletion
PGAM4P2,deletion
PGAM5,deletion
PGAM5P1,deletion
PGAP1,deletion
PGAP2,deletion
PGAP3,deletion
PGBD1,deletion
PGBD2,deletion
PGBD4,deletion
PGBD4P1,deletion
PGBD4P2,deletion
PGBD4P3,deletion
PGBD4P4,deletion
PGBD4P5,deletion
PGBD4P6,deletion
PGBD4P8,deletion
PGBD5,deletion
PGC,deletion
PGCP1,deletion
PGD,deletion
PGDP1,deletion
PGF,deletion
PGGHG,deletion
PGGT1B,deletion
PGGT1BP1,deletion
PGGT1BP2,deletion
PGK1,deletion
PGK1P2,deletion
PGK2,deletion
PGLS,deletion
PGLYRP1,deletion
PGLYRP2,deletion
PGLYRP3,deletion
PGLYRP4,deletion
PGM1,deletion
PGM2,deletion
PGM2L1,deletion
PGM3,deletion
PGM5,deletion
PGM5-AS1,deletion
PGM5P2,deletion
PGM5P3-AS1,deletion
PGM5P4,deletion
PGM5P4-AS1,deletion
PGP,deletion
PGPEP1,deletion
PGPEP1L,deletion
PGR,deletion
PGR-AS1,deletion
PGRMC1,deletion
PGRMC2,deletion
PGS1,deletion
PHACTR1,deletion
PHACTR2,deletion
PHACTR2-AS1,deletion
PHACTR2P1,deletion
PHACTR3,deletion
PHACTR4,deletion
PHAX,deletion
PHB,deletion
PHB2,deletion
PHB2P1,deletion
PHBP1,deletion
PHBP10,deletion
PHBP11,deletion
PHBP12,deletion
PHBP13,deletion
PHBP14,deletion
PHBP15,deletion
PHBP16,deletion
PHBP17,deletion
PHBP18,deletion
PHBP19,deletion
PHBP2,deletion
PHBP20,deletion
PHBP21,deletion
PHBP3,deletion
PHBP4,deletion
PHBP5,deletion
PHBP6,deletion
PHBP7,deletion
PHBP8,deletion
PHBP9,deletion
PHC1,deletion
PHC1P1,deletion
PHC2,deletion
PHC3,deletion
PHETA1,deletion
PHETA2,deletion
PHEX,deletion
PHEX-AS1,deletion
PHF1,deletion
PHF10,deletion
PHF11,deletion
PHF12,deletion
PHF13,deletion
PHF14,deletion
PHF19,deletion
PHF2,deletion
PHF20,deletion
PHF20L1,deletion
PHF21A,deletion
PHF21B,deletion
PHF23,deletion
PHF24,deletion
PHF2P2,deletion
PHF3,deletion
PHF5A,deletion
PHF5CP,deletion
PHF6,deletion
PHF7,deletion
PHF8,deletion
PHGDH,deletion
PHGR1,deletion
PHIP,deletion
PHKA1,deletion
PHKA1-AS1,deletion
PHKA1P1,deletion
PHKA2,deletion
PHKA2-AS1,deletion
PHKB,deletion
PHKBP1,deletion
PHKBP2,deletion
PHKG1,deletion
PHKG1P1,deletion
PHKG1P2,deletion
PHKG1P4,deletion
PHKG2,deletion
PHLDA1,deletion
PHLDA2,deletion
PHLDA3,deletion
PHLDB1,deletion
PHLDB2,deletion
PHLDB3,deletion
PHLPP1,deletion
PHLPP2,deletion
PHOSPHO1,deletion
PHOSPHO2,deletion
PHOX2A,deletion
PHOX2B,deletion
PHPT1,deletion
PHRF1,deletion
PHTF1,deletion
PHTF2,deletion
PHYH,deletion
PHYHD1,deletion
PHYHIP,deletion
PHYHIPL,deletion
PHYKPL,deletion
PI15,deletion
PI16,deletion
PI3,deletion
PI4K2A,deletion
PI4K2B,deletion
PI4KA,deletion
PI4KAP1,deletion
PI4KAP2,deletion
PI4KB,deletion
PIANP,deletion
PIAS1,deletion
PIAS2,deletion
PIAS3,deletion
PIAS4,deletion
PIBF1,deletion
PICALM,deletion
PICK1,deletion
PICSAR,deletion
PID1,deletion
PIDD1,deletion
PIEZO1,deletion
PIEZO1P1,deletion
PIEZO1P2,deletion
PIEZO2,deletion
PIF1,deletion
PIFO,deletion
PIGA,deletion
PIGB,deletion
PIGBOS1,deletion
PIGC,deletion
PIGCP1,deletion
PIGCP2,deletion
PIGF,deletion
PIGFP1,deletion
PIGFP2,deletion
PIGFP3,deletion
PIGG,deletion
PIGH,deletion
PIGHP1,deletion
PIGK,deletion
PIGL,deletion
PIGM,deletion
PIGN,deletion
PIGO,deletion
PIGP,deletion
PIGPP2,deletion
PIGPP3,deletion
PIGPP4,deletion
PIGQ,deletion
PIGQP1,deletion
PIGR,deletion
PIGS,deletion
PIGT,deletion
PIGU,deletion
PIGUP1,deletion
PIGV,deletion
PIGW,deletion
PIGX,deletion
PIGY,deletion
PIGZ,deletion
PIH1D1,deletion
PIH1D2,deletion
PIH1D3,deletion
PIK3AP1,deletion
PIK3C2A,deletion
PIK3C2B,deletion
PIK3C2G,deletion
PIK3C3,deletion
PIK3CA,deletion
PIK3CB,deletion
PIK3CD,deletion
PIK3CD-AS1,deletion
PIK3CD-AS2,deletion
PIK3CDP1,deletion
PIK3CG,deletion
PIK3IP1,deletion
PIK3IP1-AS1,deletion
PIK3R1,deletion
PIK3R2,deletion
PIK3R3,deletion
PIK3R4,deletion
PIK3R5,deletion
PIK3R6,deletion
PIKFYVE,deletion
PILRA,deletion
PILRB,deletion
PIM1,deletion
PIM2,deletion
PIM3,deletion
PIMREG,deletion
PIN1,deletion
PIN1P1,deletion
PIN4,deletion
PIN4P1,deletion
PINCR,deletion
PINK1,deletion
PINK1-AS,deletion
PINLYP,deletion
PINX1,deletion
PIP,deletion
PIP4K2A,deletion
PIP4K2B,deletion
PIP4K2C,deletion
PIP4P1,deletion
PIP4P2,deletion
PIP5K1A,deletion
PIP5K1B,deletion
PIP5K1C,deletion
PIP5K1P1,deletion
PIP5K1P2,deletion
PIP5KL1,deletion
PIPOX,deletion
PIPSL,deletion
PIR,deletion
PIRT,deletion
PISD,deletion
PISRT1,deletion
PITHD1,deletion
PITPNA,deletion
PITPNA-AS1,deletion
PITPNB,deletion
PITPNC1,deletion
PITPNM1,deletion
PITPNM2,deletion
PITPNM2-AS1,deletion
PITPNM3,deletion
PITRM1,deletion
PITRM1-AS1,deletion
PITX1,deletion
PITX2,deletion
PITX3,deletion
PIWIL1,deletion
PIWIL2,deletion
PIWIL3,deletion
PIWIL4,deletion
PJA1,deletion
PJA2,deletion
PJVK,deletion
PKD1,deletion
PKD1L1,deletion
PKD1L2,deletion
PKD1L3,deletion
PKD1P1,deletion
PKD1P5,deletion
PKD1P6,deletion
PKD2,deletion
PKD2L1,deletion
PKD2L2,deletion
PKDCC,deletion
PKDREJ,deletion
PKHD1,deletion
PKHD1L1,deletion
PKIA,deletion
PKIA-AS1,deletion
PKIB,deletion
PKIG,deletion
PKLR,deletion
PKM,deletion
PKMP1,deletion
PKMP2,deletion
PKMP3,deletion
PKMP4,deletion
PKMP5,deletion
PKMYT1,deletion
PKN1,deletion
PKN2,deletion
PKN2-AS1,deletion
PKN3,deletion
PKNOX1,deletion
PKNOX2,deletion
PKNOX2-AS1,deletion
PKP1,deletion
PKP2,deletion
PKP3,deletion
PKP4,deletion
PKP4-AS1,deletion
PKP4P1,deletion
PLA1A,deletion
PLA2G10,deletion
PLA2G12A,deletion
PLA2G12AP1,deletion
PLA2G12AP2,deletion
PLA2G12B,deletion
PLA2G15,deletion
PLA2G16,deletion
PLA2G1B,deletion
PLA2G2A,deletion
PLA2G2C,deletion
PLA2G2D,deletion
PLA2G2E,deletion
PLA2G2F,deletion
PLA2G3,deletion
PLA2G4A,deletion
PLA2G4B,deletion
PLA2G4C,deletion
PLA2G4C-AS1,deletion
PLA2G4D,deletion
PLA2G4E,deletion
PLA2G4E-AS1,deletion
PLA2G4F,deletion
PLA2G5,deletion
PLA2G6,deletion
PLA2G7,deletion
PLA2R1,deletion
PLAA,deletion
PLAC1,deletion
PLAC4,deletion
PLAC8,deletion
PLAC8L1,deletion
PLAC9,deletion
PLAC9P1,deletion
PLAG1,deletion
PLAGL1,deletion
PLAGL2,deletion
PLAT,deletion
PLAU,deletion
PLAUR,deletion
PLB1,deletion
PLBD1,deletion
PLBD1-AS1,deletion
PLBD2,deletion
PLCB1,deletion
PLCB1-IT1,deletion
PLCB2,deletion
PLCB2-AS1,deletion
PLCB3,deletion
PLCB4,deletion
PLCD1,deletion
PLCD3,deletion
PLCD4,deletion
PLCE1,deletion
PLCE1-AS1,deletion
PLCE1-AS2,deletion
PLCE1P1,deletion
PLCG1,deletion
PLCG1-AS1,deletion
PLCG2,deletion
PLCH1,deletion
PLCH1-AS1,deletion
PLCH1-AS2,deletion
PLCH2,deletion
PLCL1,deletion
PLCL2,deletion
PLCL2-AS1,deletion
PLCXD1,deletion
PLCXD2,deletion
PLCXD2-AS1,deletion
PLCXD3,deletion
PLCZ1,deletion
PLD1,deletion
PLD2,deletion
PLD3,deletion
PLD4,deletion
PLD5,deletion
PLD6,deletion
PLEC,deletion
PLEK,deletion
PLEK2,deletion
PLEKHA1,deletion
PLEKHA2,deletion
PLEKHA3,deletion
PLEKHA3P1,deletion
PLEKHA4,deletion
PLEKHA5,deletion
PLEKHA6,deletion
PLEKHA7,deletion
PLEKHA8,deletion
PLEKHA8P1,deletion
PLEKHB1,deletion
PLEKHB2,deletion
PLEKHD1,deletion
PLEKHF1,deletion
PLEKHF2,deletion
PLEKHG1,deletion
PLEKHG2,deletion
PLEKHG3,deletion
PLEKHG4,deletion
PLEKHG4B,deletion
PLEKHG5,deletion
PLEKHG6,deletion
PLEKHG7,deletion
PLEKHH1,deletion
PLEKHH2,deletion
PLEKHH3,deletion
PLEKHJ1,deletion
PLEKHM1,deletion
PLEKHM1P1,deletion
PLEKHM2,deletion
PLEKHM3,deletion
PLEKHN1,deletion
PLEKHO1,deletion
PLEKHO2,deletion
PLEKHS1,deletion
PLET1,deletion
PLG,deletion
PLGLA,deletion
PLGLB1,deletion
PLGLB2,deletion
PLGRKT,deletion
PLIN1,deletion
PLIN2,deletion
PLIN3,deletion
PLIN4,deletion
PLIN5,deletion
PLK1,deletion
PLK2,deletion
PLK3,deletion
PLK4,deletion
PLK5,deletion
PLLP,deletion
PLN,deletion
PLOD1,deletion
PLOD2,deletion
PLOD3,deletion
PLP1,deletion
PLP2,deletion
PLPBP,deletion
PLPP1,deletion
PLPP2,deletion
PLPP3,deletion
PLPP4,deletion
PLPP5,deletion
PLPP6,deletion
PLPP7,deletion
PLPPR1,deletion
PLPPR2,deletion
PLPPR3,deletion
PLPPR4,deletion
PLPPR5,deletion
PLRG1,deletion
PLS1,deletion
PLS1-AS1,deletion
PLS3,deletion
PLS3-AS1,deletion
PLSCR1,deletion
PLSCR2,deletion
PLSCR3,deletion
PLSCR4,deletion
PLSCR5,deletion
PLSCR5-AS1,deletion
PLTP,deletion
PLUT,deletion
PLVAP,deletion
PLXDC1,deletion
PLXDC2,deletion
PLXNA1,deletion
PLXNA2,deletion
PLXNA3,deletion
PLXNA4,deletion
PLXNB1,deletion
PLXNB2,deletion
PLXNB3,deletion
PLXNC1,deletion
PLXND1,deletion
PM20D1,deletion
PM20D2,deletion
PMAIP1,deletion
PMCH,deletion
PMCHL1,deletion
PMCHL2,deletion
PMEL,deletion
PMEPA1,deletion
PMF1,deletion
PMF1-BGLAP,deletion
PMFBP1,deletion
PMIS2,deletion
PML,deletion
PMM1,deletion
PMM2,deletion
PMM2P1,deletion
PMP2,deletion
PMP22,deletion
PMPCA,deletion
PMPCAP1,deletion
PMPCB,deletion
PMS1,deletion
PMS2,deletion
PMS2CL,deletion
PMS2P1,deletion
PMS2P10,deletion
PMS2P11,deletion
PMS2P2,deletion
PMS2P3,deletion
PMS2P4,deletion
PMS2P5,deletion
PMS2P6,deletion
PMS2P7,deletion
PMS2P9,deletion
PMVK,deletion
PNCK,deletion
PNISR,deletion
PNKD,deletion
PNKDP1,deletion
PNKP,deletion
PNLDC1,deletion
PNLIP,deletion
PNLIPP1,deletion
PNLIPRP1,deletion
PNLIPRP2,deletion
PNLIPRP3,deletion
PNMA1,deletion
PNMA2,deletion
PNMA3,deletion
PNMA5,deletion
PNMA6A,deletion
PNMA6B,deletion
PNMA6E,deletion
PNMA6F,deletion
PNMA8A,deletion
PNMA8B,deletion
PNMA8C,deletion
PNMT,deletion
PNN,deletion
PNO1,deletion
PNOC,deletion
PNP,deletion
PNPLA1,deletion
PNPLA2,deletion
PNPLA3,deletion
PNPLA4,deletion
PNPLA4P1,deletion
PNPLA5,deletion
PNPLA6,deletion
PNPLA7,deletion
PNPLA8,deletion
PNPO,deletion
PNPT1,deletion
PNPT1P1,deletion
PNPT1P2,deletion
PNRC1,deletion
PNRC2,deletion
PNRC2P1,deletion
POC1A,deletion
POC1B,deletion
POC1B-AS1,deletion
POC1B-GALNT4,deletion
POC5,deletion
PODN,deletion
PODNL1,deletion
PODXL,deletion
PODXL2,deletion
POF1B,deletion
POFUT1,deletion
POFUT2,deletion
POGK,deletion
POGLUT1,deletion
POGZ,deletion
POLA1,deletion
POLA2,deletion
POLB,deletion
POLD1,deletion
POLD2,deletion
POLD2P1,deletion
POLD3,deletion
POLD4,deletion
POLDIP2,deletion
POLDIP3,deletion
POLE,deletion
POLE2,deletion
POLE3,deletion
POLE4,deletion
POLG,deletion
POLG2,deletion
POLH,deletion
POLH-AS1,deletion
POLHP1,deletion
POLI,deletion
POLK,deletion
POLL,deletion
POLM,deletion
POLN,deletion
POLQ,deletion
POLR1A,deletion
POLR1B,deletion
POLR1C,deletion
POLR1D,deletion
POLR1E,deletion
POLR2A,deletion
POLR2B,deletion
POLR2C,deletion
POLR2CP1,deletion
POLR2D,deletion
POLR2E,deletion
POLR2F,deletion
POLR2G,deletion
POLR2H,deletion
POLR2I,deletion
POLR2J,deletion
POLR2J2,deletion
POLR2J3,deletion
POLR2J4,deletion
POLR2K,deletion
POLR2KP1,deletion
POLR2KP2,deletion
POLR2L,deletion
POLR2LP1,deletion
POLR2M,deletion
POLR3A,deletion
POLR3B,deletion
POLR3C,deletion
POLR3D,deletion
POLR3DP1,deletion
POLR3E,deletion
POLR3F,deletion
POLR3G,deletion
POLR3GL,deletion
POLR3GP1,deletion
POLR3GP2,deletion
POLR3H,deletion
POLR3K,deletion
POLR3KP1,deletion
POLR3KP2,deletion
POLRMT,deletion
POLRMTP1,deletion
POM121,deletion
POM121B,deletion
POM121C,deletion
POM121L10P,deletion
POM121L12,deletion
POM121L13P,deletion
POM121L14P,deletion
POM121L1P,deletion
POM121L2,deletion
POM121L3P,deletion
POM121L4P,deletion
POM121L6P,deletion
POM121L7P,deletion
POM121L8P,deletion
POM121L9P,deletion
POMC,deletion
POMGNT1,deletion
POMGNT2,deletion
POMK,deletion
POMP,deletion
POMT1,deletion
POMT2,deletion
POMZP3,deletion
PON1,deletion
PON2,deletion
PON3,deletion
POP1,deletion
POP4,deletion
POP5,deletion
POP7,deletion
POPDC2,deletion
POPDC3,deletion
POR,deletion
PORCN,deletion
POSTN,deletion
POT1,deletion
POT1-AS1,deletion
POTEA,deletion
POTEB,deletion
POTEB2,deletion
POTEB3,deletion
POTEC,deletion
POTED,deletion
POTEE,deletion
POTEF,deletion
POTEG,deletion
POTEH,deletion
POTEH-AS1,deletion
POTEI,deletion
POTEJ,deletion
POTEKP,deletion
POTEM,deletion
POU1F1,deletion
POU2AF1,deletion
POU2F1,deletion
POU2F2,deletion
POU2F3,deletion
POU3F1,deletion
POU3F2,deletion
POU3F3,deletion
POU3F4,deletion
POU4F1,deletion
POU4F2,deletion
POU4F3,deletion
POU5F1,deletion
POU5F1B,deletion
POU5F1P2,deletion
POU5F1P3,deletion
POU5F1P4,deletion
POU5F1P5,deletion
POU5F1P6,deletion
POU5F1P7,deletion
POU5F2,deletion
POU6F1,deletion
POU6F2,deletion
POU6F2-AS1,deletion
POU6F2-AS2,deletion
PP2D1,deletion
PP7080,deletion
PPA1,deletion
PPA2,deletion
PPAN,deletion
PPAN-P2RY11,deletion
PPARA,deletion
PPARD,deletion
PPARG,deletion
PPARGC1A,deletion
PPARGC1B,deletion
PPAT,deletion
PPATP1,deletion
PPATP2,deletion
PPBP,deletion
PPBPP1,deletion
PPBPP2,deletion
PPCDC,deletion
PPCS,deletion
PPDPF,deletion
PPDPFL,deletion
PPEF1,deletion
PPEF1-AS1,deletion
PPEF2,deletion
PPFIA1,deletion
PPFIA2,deletion
PPFIA2-AS1,deletion
PPFIA3,deletion
PPFIA4,deletion
PPFIBP1,deletion
PPFIBP2,deletion
PPHLN1,deletion
PPIA,deletion
PPIAL4A,deletion
PPIAL4C,deletion
PPIAL4D,deletion
PPIAL4E,deletion
PPIAL4F,deletion
PPIAL4G,deletion
PPIAP1,deletion
PPIAP10,deletion
PPIAP11,deletion
PPIAP13,deletion
PPIAP14,deletion
PPIAP15,deletion
PPIAP16,deletion
PPIAP17,deletion
PPIAP19,deletion
PPIAP2,deletion
PPIAP20,deletion
PPIAP21,deletion
PPIAP22,deletion
PPIAP23,deletion
PPIAP24,deletion
PPIAP25,deletion
PPIAP26,deletion
PPIAP27,deletion
PPIAP28,deletion
PPIAP29,deletion
PPIAP3,deletion
PPIAP30,deletion
PPIAP31,deletion
PPIAP32,deletion
PPIAP33,deletion
PPIAP34,deletion
PPIAP35,deletion
PPIAP36,deletion
PPIAP37,deletion
PPIAP38,deletion
PPIAP39,deletion
PPIAP4,deletion
PPIAP40,deletion
PPIAP41,deletion
PPIAP42,deletion
PPIAP43,deletion
PPIAP44,deletion
PPIAP45,deletion
PPIAP46,deletion
PPIAP47,deletion
PPIAP48,deletion
PPIAP49,deletion
PPIAP5,deletion
PPIAP50,deletion
PPIAP51,deletion
PPIAP52,deletion
PPIAP53,deletion
PPIAP54,deletion
PPIAP55,deletion
PPIAP56,deletion
PPIAP57,deletion
PPIAP58,deletion
PPIAP59,deletion
PPIAP6,deletion
PPIAP60,deletion
PPIAP62,deletion
PPIAP63,deletion
PPIAP64,deletion
PPIAP65,deletion
PPIAP66,deletion
PPIAP67,deletion
PPIAP68,deletion
PPIAP69,deletion
PPIAP7,deletion
PPIAP70,deletion
PPIAP71,deletion
PPIAP72,deletion
PPIAP73,deletion
PPIAP74,deletion
PPIAP75,deletion
PPIAP76,deletion
PPIAP77,deletion
PPIAP78,deletion
PPIAP79,deletion
PPIAP8,deletion
PPIAP80,deletion
PPIAP81,deletion
PPIAP82,deletion
PPIAP83,deletion
PPIAP84,deletion
PPIAP85,deletion
PPIAP86,deletion
PPIAP87,deletion
PPIAP88,deletion
PPIAP89,deletion
PPIAP9,deletion
PPIAP90,deletion
PPIAP91,deletion
PPIB,deletion
PPIC,deletion
PPID,deletion
PPIE,deletion
PPIEL,deletion
PPIF,deletion
PPIG,deletion
PPIH,deletion
PPIHP1,deletion
PPIL1,deletion
PPIL1P1,deletion
PPIL2,deletion
PPIL3,deletion
PPIL4,deletion
PPIL6,deletion
PPIP5K1,deletion
PPIP5K2,deletion
PPL,deletion
PPM1A,deletion
PPM1AP1,deletion
PPM1B,deletion
PPM1D,deletion
PPM1E,deletion
PPM1F,deletion
PPM1G,deletion
PPM1H,deletion
PPM1J,deletion
PPM1K,deletion
PPM1L,deletion
PPM1M,deletion
PPM1N,deletion
PPME1,deletion
PPOX,deletion
PPP1CA,deletion
PPP1CB,deletion
PPP1CC,deletion
PPP1R10,deletion
PPP1R10P1,deletion
PPP1R11,deletion
PPP1R11P1,deletion
PPP1R11P2,deletion
PPP1R12A,deletion
PPP1R12A-AS1,deletion
PPP1R12B,deletion
PPP1R12BP1,deletion
PPP1R12BP2,deletion
PPP1R12C,deletion
PPP1R13B,deletion
PPP1R13L,deletion
PPP1R14A,deletion
PPP1R14B,deletion
PPP1R14BP2,deletion
PPP1R14BP3,deletion
PPP1R14BP5,deletion
PPP1R14C,deletion
PPP1R14D,deletion
PPP1R15A,deletion
PPP1R15B,deletion
PPP1R16A,deletion
PPP1R16B,deletion
PPP1R17,deletion
PPP1R18,deletion
PPP1R1A,deletion
PPP1R1AP1,deletion
PPP1R1AP2,deletion
PPP1R1B,deletion
PPP1R1C,deletion
PPP1R2,deletion
PPP1R21,deletion
PPP1R26,deletion
PPP1R26-AS1,deletion
PPP1R26P1,deletion
PPP1R26P2,deletion
PPP1R26P3,deletion
PPP1R26P4,deletion
PPP1R26P5,deletion
PPP1R27,deletion
PPP1R2B,deletion
PPP1R2C,deletion
PPP1R2P1,deletion
PPP1R2P10,deletion
PPP1R2P2,deletion
PPP1R2P4,deletion
PPP1R2P5,deletion
PPP1R2P6,deletion
PPP1R32,deletion
PPP1R35,deletion
PPP1R36,deletion
PPP1R37,deletion
PPP1R3A,deletion
PPP1R3B,deletion
PPP1R3C,deletion
PPP1R3D,deletion
PPP1R3E,deletion
PPP1R3F,deletion
PPP1R3G,deletion
PPP1R42,deletion
PPP1R7,deletion
PPP1R8,deletion
PPP1R8P1,deletion
PPP1R9A,deletion
PPP1R9B,deletion
PPP2CA,deletion
PPP2CB,deletion
PPP2R1A,deletion
PPP2R1B,deletion
PPP2R2A,deletion
PPP2R2B,deletion
PPP2R2B-IT1,deletion
PPP2R2C,deletion
PPP2R2D,deletion
PPP2R2DP1,deletion
PPP2R3A,deletion
PPP2R3B,deletion
PPP2R3C,deletion
PPP2R5A,deletion
PPP2R5B,deletion
PPP2R5C,deletion
PPP2R5D,deletion
PPP2R5E,deletion
PPP3CA,deletion
PPP3CB,deletion
PPP3CB-AS1,deletion
PPP3CC,deletion
PPP3R1,deletion
PPP3R2,deletion
PPP4C,deletion
PPP4R1,deletion
PPP4R1-AS1,deletion
PPP4R1L,deletion
PPP4R2,deletion
PPP4R3A,deletion
PPP4R3B,deletion
PPP4R3C,deletion
PPP4R4,deletion
PPP5C,deletion
PPP5D1,deletion
PPP6C,deletion
PPP6R1,deletion
PPP6R2,deletion
PPP6R2P1,deletion
PPP6R3,deletion
PPRC1,deletion
PPT1,deletion
PPT2,deletion
PPT2-EGFL8,deletion
PPTC7,deletion
PPWD1,deletion
PPY,deletion
PPY2P,deletion
PQBP1,deletion
PQLC1,deletion
PQLC1P1,deletion
PQLC2,deletion
PQLC2L,deletion
PQLC3,deletion
PRAC1,deletion
PRAC2,deletion
PRADC1,deletion
PRADC1P1,deletion
PRAF2,deletion
PRAG1,deletion
PRAL,deletion
PRAM1,deletion
PRAME,deletion
PRAMEF1,deletion
PRAMEF10,deletion
PRAMEF11,deletion
PRAMEF12,deletion
PRAMEF13,deletion
PRAMEF14,deletion
PRAMEF15,deletion
PRAMEF17,deletion
PRAMEF18,deletion
PRAMEF19,deletion
PRAMEF2,deletion
PRAMEF20,deletion
PRAMEF25,deletion
PRAMEF26,deletion
PRAMEF27,deletion
PRAMEF28P,deletion
PRAMEF29P,deletion
PRAMEF30P,deletion
PRAMEF31P,deletion
PRAMEF32P,deletion
PRAMEF33,deletion
PRAMEF34P,deletion
PRAMEF35P,deletion
PRAMEF36P,deletion
PRAMEF4,deletion
PRAMEF5,deletion
PRAMEF6,deletion
PRAMEF7,deletion
PRAMEF8,deletion
PRAMEF9,deletion
PRAMENP,deletion
PRAP1,deletion
PRB1,deletion
PRB2,deletion
PRB3,deletion
PRB4,deletion
PRC1,deletion
PRC1-AS1,deletion
PRCC,deletion
PRCD,deletion
PRCP,deletion
PRDM1,deletion
PRDM10,deletion
PRDM11,deletion
PRDM12,deletion
PRDM13,deletion
PRDM14,deletion
PRDM15,deletion
PRDM16,deletion
PRDM2,deletion
PRDM4,deletion
PRDM5,deletion
PRDM6,deletion
PRDM7,deletion
PRDM8,deletion
PRDM9,deletion
PRDX1,deletion
PRDX1P1,deletion
PRDX2,deletion
PRDX2P1,deletion
PRDX2P2,deletion
PRDX2P3,deletion
PRDX2P4,deletion
PRDX3,deletion
PRDX3P1,deletion
PRDX3P2,deletion
PRDX3P3,deletion
PRDX3P4,deletion
PRDX4,deletion
PRDX4P1,deletion
PRDX5,deletion
PRDX6,deletion
PREB,deletion
PRELID1,deletion
PRELID1P1,deletion
PRELID1P2,deletion
PRELID1P3,deletion
PRELID1P4,deletion
PRELID2,deletion
PRELID2P1,deletion
PRELID3A,deletion
PRELID3B,deletion
PRELID3BP1,deletion
PRELID3BP10,deletion
PRELID3BP11,deletion
PRELID3BP2,deletion
PRELID3BP3,deletion
PRELID3BP4,deletion
PRELID3BP5,deletion
PRELID3BP6,deletion
PRELID3BP7,deletion
PRELID3BP8,deletion
PRELP,deletion
PREP,deletion
PREPL,deletion
PREX1,deletion
PREX2,deletion
PRF1,deletion
PRG2,deletion
PRG3,deletion
PRG4,deletion
PRH1,deletion
PRH2,deletion
PRICKLE1,deletion
PRICKLE2,deletion
PRICKLE2-AS1,deletion
PRICKLE2-AS2,deletion
PRICKLE2-AS3,deletion
PRICKLE3,deletion
PRICKLE4,deletion
PRIM1,deletion
PRIM2,deletion
PRIMA1,deletion
PRIMPOL,deletion
PRKAA1,deletion
PRKAA2,deletion
PRKAB1,deletion
PRKAB2,deletion
PRKACA,deletion
PRKACB,deletion
PRKACG,deletion
PRKAG1,deletion
PRKAG2,deletion
PRKAG2-AS1,deletion
PRKAG3,deletion
PRKAR1A,deletion
PRKAR1AP1,deletion
PRKAR1B,deletion
