gene_name,cn_type
CIITA,deletion
IRF1,deletion
PSME1,deletion
PSME2,deletion
PSME3,deletion
ERAP1,deletion
ERAP2,deletion
PSMA7,deletion
HSPBP1,deletion
TAP1,deletion
TAP2,deletion
TAPBP,deletion
CALR,deletion
CANX,deletion
PDIA3,deletion
B2M,deletion
